season,age_group,date,home_team,away_team,home_goals,away_goals,elo_home_before,elo_away_before,elo_home_after,elo_away_after
Fall 2016,Over 48,2016-09-25,Canary Square 50,Cambridge Internationals,0,4,1504.1,1479.9,1487.0,1497.0
Fall 2016,Over 48,2016-09-25,Hudson,Mariner United Seniors,2,1,1565.6,1512.6,1579.1,1499.0
Fall 2016,Over 48,2016-09-25,Hurricane SC,Lexington Eagles,1,1,1569.4,1528.4,1567.5,1530.3
Fall 2016,Over 48,2016-09-25,Northshore United Soccer Club,Westford FC,2,1,1436.8,1488.4,1455.1,1470.0
Fall 2016,Over 48,2016-09-25,Harvard Elders,Pepperell Red Bulls,4,1,1567.4,1452.9,1578.3,1442.0
Fall 2016,Over 48,2016-09-25,MOB,Sudbury AC,1,2,1469.8,1474.9,1454.0,1490.7
Fall 2016,Over 48,2016-09-25,Wayland FC,Wayland wahootoo,2,2,1518.1,1530.8,1518.7,1530.3
Fall 2016,Over 48,2016-09-25,Hopkinton Wanderers,Mansfield United 50s,4,1,1520.4,1464.8,1533.8,1451.3
Fall 2016,Over 48,2016-09-25,North Reading,Tewksbury Grand Masters,2,0,1521.9,1450.5,1534.7,1437.7
Fall 2016,Over 48,2016-09-25,North Shore Raiders,Winchester,2,3,1430.9,1497.5,1418.0,1510.5
Fall 2016,Over 48,2016-09-25,Dirty Groton Scoundrels,Lexington Golden Eagles,2,4,1496.5,1490.2,1480.2,1506.5
Fall 2016,Over 48,2016-09-25,Kel Kau,Westwood Seniors,3,1,1511.0,1544.3,1528.5,1526.8
Fall 2016,Over 48,2016-09-25,Wellesley FC,Irish Village 50,2,0,1398.7,1534.6,1420.6,1512.6
Fall 2016,Over 48,2016-09-25,Medfield o-50,Weston,1,2,1489.4,1496.8,1473.7,1512.5
Fall 2016,Over 48,2016-09-25,Newton Spurs,Ashland VOFC,0,3,1399.8,1508.8,1388.7,1520.0
Fall 2016,Over 48,2016-09-25,Arlington Pond Dawgz,Nashoba,1,1,1467.4,1414.3,1465.0,1416.7
Fall 2016,Over 48,2016-09-25,Burlington,Jamaica Plain FC,2,2,1450.7,1514.8,1453.6,1511.8
Fall 2016,Over 48,2016-09-25,North Reading Gray Cobras,Lynnfield FC O50 Raiders,2,3,1484.7,1515.7,1470.1,1530.3
Fall 2016,Over 48,2016-09-25,Derry Eagles,MGG O50,0,2,1482.4,1414.2,1463.3,1433.3
Fall 2016,Over 48,2016-09-25,Westford,Rovers Re-United,0,2,1530.8,1497.3,1513.3,1514.9
Fall 2016,Over 48,2016-09-25,Canton United II,FC Franklin O50,0,1,1487.0,1467.5,1470.1,1484.4
Fall 2016,Over 48,2016-09-25,Dover-Sherborn Silverbacks,Franklin Seniors,1,1,1500.3,1470.6,1498.9,1472.0
Fall 2016,Over 55,2016-09-25,Juventus Club Everett,Nashua IFC,4,0,1492.5,1559.1,1511.6,1540.1
Fall 2016,Over 55,2016-09-25,Lexington Bald Eagles,Lynnfield F.C. Spartans,3,0,1543.1,1475.7,1556.0,1462.7
Fall 2016,Over 55,2016-09-25,Andover Gold,Northshore Seadogs,0,4,1443.2,1618.0,1434.6,1626.5
Fall 2016,Over 55,2016-09-25,Wayland wahootee,Raynham Veterans,0,1,1488.4,1599.6,1477.4,1610.7
Fall 2016,Over 55,2016-09-25,GPS Gold FC,Warthog Wisdom,5,1,1639.0,1523.2,1649.9,1512.3
Fall 2016,Over 55,2016-09-25,Hopkinton OF Soccer Club,Newton Villa FC,1,5,1463.2,1523.0,1449.9,1536.3
Fall 2016,Over 55,2016-09-25,Medford Mystics,Nashoba56ford,5,3,1460.9,1444.0,1476.1,1428.7
Fall 2016,Over 55,2016-09-25,Peabody Gold,Nashua Absolute III,2,0,1627.9,1463.3,1636.8,1454.4
Fall 2016,Over 55,2016-09-25,Dirty Groton Scoundrels,Tewksbury-Wenham Veterans,5,3,1493.3,1461.8,1507.8,1447.3
Fall 2016,Over 55,2016-09-25,Harvard,Burlington,0,4,1411.5,1466.6,1398.0,1480.1
Fall 2016,Over 55,2016-09-25,Sudbury Veterans,Lexington Regal Eagles,1,6,1487.6,1560.0,1474.9,1572.7
Fall 2016,Over 55,2016-09-25,Ashland,Wayland Spirit,3,1,1497.6,1379.5,1508.4,1368.7
Fall 2016,Over 55,2016-09-25,Framingham United,Medway MOB,1,1,1483.1,1460.7,1482.1,1461.7
Fall 2016,Over 62,2016-09-25,Lynnfield,Raynham,0,9,1499.1,1620.2,1488.5,1630.9
Fall 2016,Over 62,2016-09-25,NASHUA GOLDEN BOOTS,Lexington,3,0,1553.9,1474.3,1566.3,1461.9
Fall 2016,Over 62,2016-09-25,Sudbury FC Gold,Nashua Carcara,0,4,1510.3,1522.0,1494.9,1537.5
Fall 2016,Over 62,2016-09-25,Framingham,Beverly Veterans,0,0,1461.8,1528.9,1464.9,1525.9
Fall 2016,Over 62,2016-09-25,Tewksbury,Needham Relics,0,4,1401.6,1481.1,1389.2,1493.5
Fall 2016,Over 40,2016-10-02,Belmont Kickers,Concord United Masters,1,2,1487.9,1473.3,1471.3,1490.0
Fall 2016,Over 40,2016-10-02,PFC United,Burlington,2,1,1511.8,1474.2,1526.1,1459.9
Fall 2016,Over 40,2016-10-02,F C Bayern,Shrewsbury,3,2,1559.9,1532.6,1574.6,1517.8
Fall 2016,Over 40,2016-10-02,FC Boxford,Seacoast United SC,6,0,1529.2,1543.6,1545.9,1526.9
Fall 2016,Over 40,2016-10-02,Peabody Sporting Club,DEA,2,3,1528.4,1476.9,1510.0,1495.3
Fall 2016,Over 40,2016-10-02,Andover Green,Nashua FC,0,3,1453.1,1573.9,1442.5,1584.6
Fall 2016,Over 40,2016-10-02,GPS Newton Over40,Crafty Veterans,3,0,1569.0,1558.5,1584.5,1543.0
Fall 2016,Over 40,2016-10-02,Shake-Shake Football Club,Stoughton CLC,1,2,1446.4,1511.3,1433.4,1524.4
Fall 2016,Over 40,2016-10-02,Kel Kau Masters,club,forfeit,forfeit,1588.7,1500,1584.7,1504.0
Fall 2016,Over 40,2016-10-02,Arlington Pond Dawgz,Cambridge FC,2,2,1458.2,1597.5,1464.2,1591.4
Fall 2016,Over 40,2016-10-02,Albania United Veterans,Boston White Eagles,0,6,1620.8,1490.7,1599.0,1512.4
Fall 2016,Over 40,2016-10-02,Danvers United FC,North Reading United SC,4,1,1557.6,1501.8,1571.1,1488.3
Fall 2016,Over 40,2016-10-02,Westford FC,P.A.C. Lowell,1,2,1520.0,1542.9,1505.1,1557.8
Fall 2016,Over 40,2016-10-02,North Reading Cobras,CHARRUA FC,0,1,1460.2,1549.3,1448.2,1561.3
Fall 2016,Over 40,2016-10-02,Mariner United Masters,Malaga SC,3,1,1477.7,1526.5,1495.9,1508.2
Fall 2016,Over 40,2016-10-02,Framingham Independiente,Milton International,3,2,1561.6,1498.8,1574.8,1485.7
Fall 2016,Over 40,2016-10-02,Hopkinton Hotspur,Celtic Masters,2,1,1521.1,1542.3,1538.1,1525.4
Fall 2016,Over 40,2016-10-02,Wayland Wahoo,Winchester Town Footballers,1,1,1645.1,1561.5,1641.4,1565.3
Fall 2016,Over 40,2016-10-02,Persepolis,Lexington Eagles,0,4,1492.3,1527.4,1477.9,1541.8
Fall 2016,Over 40,2016-10-02,Marblehead,Melrose Good Guys,0,3,1493.7,1510.6,1478.4,1525.8
Fall 2016,Over 40,2016-10-02,Hurricane SC,Ipswich United,2,2,1485.9,1524.0,1487.7,1522.3
Fall 2016,Over 40,2016-10-02,KEBRA KANELA,Carico FC Masters,3,0,1531.7,1439.7,1543.5,1427.9
Fall 2016,Over 40,2016-10-02,United International,FUFC,0,0,1574.3,1475.7,1569.9,1480.1
Fall 2016,Over 40,2016-10-02,FC Needham United,Los Inkas Sport Club,2,2,1420.1,1528.2,1424.9,1523.4
Fall 2016,Over 40,2016-10-02,Ashland OFC,Irish Village,3,0,1543.8,1466.0,1556.3,1453.6
Fall 2016,Over 40,2016-10-02,Albanian Eagles,Kendall Wanderers,2,1,1540.6,1528.1,1556.0,1512.7
Fall 2016,Over 40,2016-10-02,Nashoba Masters,Natick Town FC,1,1,1495.5,1471.0,1494.3,1472.1
Fall 2016,Over 40,2016-10-02,Georgetown FC,Windham,4,1,1545.3,1463.4,1557.6,1451.1
Fall 2016,Over 40,2016-10-02,Topsfield,Lexington Grey Eagles,4,1,1516.1,1473.5,1530.2,1459.5
Fall 2016,Over 40,2016-10-02,Lowell Eagles,Nashua Absolute,1,1,1514.6,1512.9,1514.5,1512.9
Fall 2016,Over 40,2016-10-02,Mansfield United,FC Franklin,0,1,1446.5,1439.7,1430.2,1456.0
Fall 2016,Over 40,2016-10-02,Medfield FC,Medway,3,1,1634.6,1467.1,1643.4,1458.2
Fall 2016,Over 40,2016-10-02,FIMA FC,Medfield,0,1,1523.0,1534.0,1507.5,1549.5
Fall 2016,Over 40,2016-10-02,West Roxbury United,Melrose United,2,2,1411.8,1468.4,1414.3,1465.8
Fall 2016,Over 40,2016-10-02,Andover United,Hurricane SC II,0,2,1482.1,1426.3,1463.6,1444.9
Fall 2016,Over 40,2016-10-02,Harvard Blues FC,North Andover FC,0,3,1523.7,1531.5,1508.0,1547.1
Fall 2016,Over 40,2016-10-02,Andover Gold,Westford United,1,0,1534.0,1487.7,1547.9,1473.8
Fall 2016,Over 40,2016-10-02,Milton United,Vineyard FC,1,1,1557.3,1495.5,1554.5,1498.3
Fall 2016,Over 40,2016-10-02,Franklin,Mendon F.C.,1,1,1496.2,1462.7,1494.6,1464.3
Fall 2016,Over 40,2016-10-02,Dover-Sherborn Masters,Raynham Masters,2,1,1485.4,1441.9,1499.4,1427.9
Fall 2016,Over 40,2016-10-02,Acton-Boxboro United,Canary Square Veterans,1,1,1424.9,1537.0,1429.9,1532.1
Fall 2016,Over 40,2016-10-02,Medford Atomic,Woburn Tanners,3,0,1502.5,1403.5,1514.1,1391.9
Fall 2016,Over 40,2016-10-02,DEA II,Cantona North,1,9,1432.7,1555.4,1422.1,1566.0
Fall 2016,Over 40,2016-10-02,Pepperell United,Lynnfield FC,0,1,1480.4,1435.2,1462.3,1453.2
Fall 2016,Over 40,2016-10-02,Wen Ham United FC,Old School Soccer Club,1,0,1518.2,1436.8,1530.5,1424.5
Fall 2016,Over 40,2016-10-02,Easton Masters,The Warthogs,2,1,1413.1,1424.3,1429.6,1407.8
Fall 2016,Over 40,2016-10-02,Needham FC,Norfolk FC,0,0,1499.9,1576.4,1503.3,1572.9
Fall 2016,Over 40,2016-10-02,FC Franklin II,Westwood Masters,3,4,1394.4,1566.5,1385.7,1575.2
Fall 2016,Over 30,2016-10-02,Ipswich,FC Hudson,3,3,1544.5,1506.4,1542.8,1508.2
Fall 2016,Over 30,2016-10-02,Southie FC,P.A.C. Lowell,9,3,1460.2,1467.5,1476.5,1451.1
Fall 2016,Over 30,2016-10-02,Safira Soccer,Peabody Sporting Club,3,0,1641.6,1512.9,1651.9,1502.6
Fall 2016,Over 30,2016-10-02,Real Brazilian Soccer,GPS Massachusetts O30s,0,1,1507.7,1539.4,1493.2,1554.0
Fall 2016,Over 30,2016-10-02,Taunton Eagles Soccer Club,Needham United,5,3,1593.2,1524.8,1606.1,1511.9
Fall 2016,Over 30,2016-10-02,Kel Kau,Fernandes FC,5,2,1552.7,1506.4,1566.6,1492.5
Fall 2016,Over 30,2016-10-02,Lowell United,Andover United,2,1,1552.3,1471.2,1564.6,1458.9
Fall 2016,Over 30,2016-10-02,Westford F.C.,Manchester Gunners,0,2,1515.5,1526.4,1500.0,1541.9
Fall 2016,Over 30,2016-10-02,S.S.C. Napoli,Boa Vista FC,1,5,1484.4,1571.8,1472.4,1583.9
Fall 2016,Over 30,2016-10-02,Kendall Wanderers,Natick FC,2,4,1580.7,1467.8,1559.6,1488.8
Fall 2016,Over 30,2016-10-02,Borussia USA,Harvest Soccer Club,7,1,1607.3,1515.1,1619.1,1503.3
Fall 2016,Over 30,2016-10-02,F. F. C.,Boston White Eagles,2,2,1487.2,1499.4,1487.8,1498.8
Fall 2016,Over 30,2016-10-02,Lynnfield Azzurri,Concord United,1,3,1543.3,1503.5,1525.5,1521.4
Fall 2016,Over 30,2016-10-02,Eastern FC,DEA,5,2,1492.1,1484.3,1507.8,1468.6
Fall 2016,Over 30,2016-10-02,Parkway FC,Lexington,4,2,1488.0,1551.7,1506.9,1532.8
Fall 2016,Over 30,2016-10-02,United International,Kendall Wanderers B,0,0,1509.5,1512.8,1509.7,1512.6
Fall 2016,Over 30,2016-10-02,Irish Village,Rovers FC,0,1,1473.0,1509.9,1458.7,1524.2
Fall 2016,Over 30,2016-10-02,The Villains,Lynnfield FC,2,3,1467.7,1465.2,1451.6,1481.3
Fall 2016,Over 30,2016-10-02,Shipyard Bulldogs,Nashua City,2,6,1439.0,1445.2,1423.3,1461.0
Fall 2016,Over 30,2016-10-02,Norfolk FC,Duxbury United,2,2,1564.3,1536.9,1563.1,1538.2
Fall 2016,Over 30,2016-10-02,Medfield,New England International,1,0,1484.8,1469.4,1500.1,1454.1
Fall 2016,Over 30,2016-10-02,Holliston,Green Briar FC B,2,forfeit,1469.9,1426.2,1483.9,1412.2
Fall 2016,Over 30,2016-10-02,Lexington Eagles FC,Cantona,1,4,1540.5,1482.3,1521.9,1500.9
Fall 2016,Over 30,2016-10-02,Sudbury FC,Harvard,3,2,1442.3,1508.1,1461.3,1489.1
Fall 2016,Over 30,2016-10-02,Dover-Sherborn Old Boys FC,Chestnut Hill SC,0,0,1480.5,1470.7,1480.0,1471.2
Fall 2016,Over 30,2016-10-02,Shake-Shake FC,Portuguese United FC,4,3,1541.2,1513.5,1556.0,1498.7
Fall 2016,Over 30,2016-10-02,Southside F.C.,Peru Sport,2,1,1500.2,1469.4,1514.8,1454.8
Fall 2016,Over 30,2016-10-02,Lawtown Select,Real MT # Crossover,2,1,1514.8,1472.8,1528.9,1458.7
Fall 2016,Over 30,2016-10-02,Meadowlark FC,NorthShore United,4,1,1517.4,1478.1,1531.6,1463.9
Fall 2016,Over 30,2016-10-02,Lawtown Select,Real MT # Crossover,2,1,1528.9,1458.7,1541.7,1445.9
Fall 2016,Over 30,2016-10-02,Norton FC,Holliston TK FC,5,4,1405.6,1471.8,1424.6,1452.8
Fall 2016,Over 30,2016-10-02,Orange Crush FC,G.D.CHAVES USA,1,2,1542.0,1467.8,1522.6,1487.2
Fall 2016,Over 48,2016-10-02,Andover Grand Masters FC,S.S.C. Napoli,6,1,1563.9,1489.6,1576.5,1476.9
Fall 2016,Over 48,2016-10-02,Peabody Gold,North Shore Celtic FC,0,3,1503.7,1510.6,1488.0,1526.2
Fall 2016,Over 48,2016-10-02,Stoneham Spartans Over 50,Nashua Internationals,2,5,1633.2,1450.7,1609.5,1474.4
Fall 2016,Over 48,2016-10-02,Western Mass Lusitano,Concord United,3,2,1552.0,1504.6,1565.8,1490.7
Fall 2016,Over 48,2016-10-02,FUFC Gray,Medfield Old Boys,2,1,1538.1,1621.3,1557.8,1601.5
Fall 2016,Over 48,2016-10-02,New England Evolution,NS Internationals,3,4,1519.2,1574.1,1505.7,1587.6
Fall 2016,Over 48,2016-10-02,Wenham Generals,Marblehead,0,1,1418.5,1449.4,1404.0,1464.0
Fall 2016,Over 48,2016-10-02,Windham 50s,Nashua Absolute II,0,1,1492.1,1533.0,1478.0,1547.1
Fall 2016,Over 48,2016-10-02,Mariner United Seniors,Hopkinton Grand Masters,2,2,1499.0,1546.0,1501.2,1543.8
Fall 2016,Over 48,2016-10-02,South Shore United,Canary Square 50,4,3,1502.5,1487.0,1517.7,1471.7
Fall 2016,Over 48,2016-10-02,Cambridge Internationals,Hudson,1,1,1497.0,1579.1,1500.7,1575.4
Fall 2016,Over 48,2016-10-02,Pepperell Red Bulls,Hurricane SC,2,2,1442.0,1567.5,1447.5,1562.0
Fall 2016,Over 48,2016-10-02,Lexington Eagles,Northshore United Soccer Club,1,1,1530.3,1455.1,1526.9,1458.5
Fall 2016,Over 48,2016-10-02,Westford FC,Harvard Elders,0,4,1470.0,1578.3,1458.8,1589.4
Fall 2016,Over 48,2016-10-02,Mansfield United 50s,MOB,0,2,1451.3,1454.0,1435.4,1469.9
Fall 2016,Over 48,2016-10-02,Sudbury AC,Wayland FC,0,2,1490.7,1518.7,1475.9,1533.4
Fall 2016,Over 48,2016-10-02,Wayland wahootoo,Hopkinton Wanderers,4,1,1530.3,1533.8,1546.4,1517.7
Fall 2016,Over 48,2016-10-02,Lexington Golden Eagles,North Reading,2,0,1506.5,1534.7,1523.8,1517.4
Fall 2016,Over 48,2016-10-02,Tewksbury Grand Masters,North Shore Raiders,6,3,1437.7,1418.0,1452.8,1402.9
Fall 2016,Over 48,2016-10-02,Winchester,Dirty Groton Scoundrels,1,1,1510.5,1480.2,1509.1,1481.6
Fall 2016,Over 48,2016-10-02,Weston,Kel Kau,1,3,1512.5,1528.5,1497.2,1543.8
Fall 2016,Over 48,2016-10-02,Westwood Seniors,Wellesley FC,1,6,1526.8,1420.6,1506.0,1441.4
Fall 2016,Over 48,2016-10-02,Irish Village 50,Medfield o-50,0,1,1512.6,1473.7,1494.8,1491.5
Fall 2016,Over 48,2016-10-02,Jamaica Plain FC,Newton Spurs,7,1,1511.8,1388.7,1522.4,1378.1
Fall 2016,Over 48,2016-10-02,Ashland VOFC,Arlington Pond Dawgz,2,1,1520.0,1465.0,1533.4,1451.5
Fall 2016,Over 48,2016-10-02,Nashoba,Burlington,3,1,1416.7,1453.6,1434.4,1435.9
Fall 2016,Over 48,2016-10-02,Rovers Re-United,North Reading Gray Cobras,4,2,1514.9,1470.1,1528.8,1456.1
Fall 2016,Over 48,2016-10-02,Lynnfield FC O50 Raiders,Derry Eagles,3,1,1530.3,1463.3,1543.2,1450.4
Fall 2016,Over 48,2016-10-02,MGG O50,Westford,2,0,1433.3,1513.3,1452.9,1493.7
Fall 2016,Over 48,2016-10-02,Canton United II,Franklin Seniors,1,1,1470.1,1472.0,1470.2,1471.9
Fall 2016,Over 48,2016-10-02,FC Franklin O50,Dover-Sherborn Silverbacks,3,2,1484.4,1498.9,1501.1,1482.2
Fall 2016,Over 55,2016-10-02,Northshore Seadogs,Juventus Club Everett,0,0,1626.5,1511.6,1621.4,1516.7
Fall 2016,Over 55,2016-10-02,Nashua IFC,Lexington Bald Eagles,1,2,1540.1,1556.0,1524.8,1571.3
Fall 2016,Over 55,2016-10-02,Lynnfield F.C. Spartans,Andover Gold,1,3,1462.7,1434.6,1445.5,1451.9
Fall 2016,Over 55,2016-10-02,Newton Villa FC,Wayland wahootee,4,0,1536.3,1477.4,1549.6,1464.0
Fall 2016,Over 55,2016-10-02,Raynham Veterans,GPS Gold FC,0,5,1610.7,1649.9,1596.5,1664.1
Fall 2016,Over 55,2016-10-02,Warthog Wisdom,Hopkinton OF Soccer Club,0,3,1512.3,1449.9,1493.5,1468.8
Fall 2016,Over 55,2016-10-02,Burlington,Peabody Gold,1,2,1480.1,1636.8,1470.9,1646.1
Fall 2016,Over 55,2016-10-02,Tewksbury-Wenham Veterans,Medford Mystics,0,2,1447.3,1476.1,1432.6,1490.8
Fall 2016,Over 55,2016-10-02,Nashua Absolute III,Harvard,4,1,1454.4,1398.0,1467.8,1384.6
Fall 2016,Over 55,2016-10-02,Nashoba56ford,Dirty Groton Scoundrels,2,3,1428.7,1507.8,1416.3,1520.3
Fall 2016,Over 55,2016-10-02,Medway MOB,Sudbury Veterans,2,1,1461.7,1474.9,1478.3,1458.3
Fall 2016,Over 55,2016-10-02,Lexington Regal Eagles,Ashland,2,2,1572.7,1508.4,1569.8,1511.3
Fall 2016,Over 55,2016-10-02,Wayland Spirit,Framingham United,0,4,1368.7,1482.1,1357.8,1493.0
Fall 2016,Over 62,2016-10-02,Nashua Carcara,Lynnfield,4,1,1537.5,1488.5,1551.2,1474.7
Fall 2016,Over 62,2016-10-02,Raynham,NASHUA GOLDEN BOOTS,2,forfeit,1630.9,1566.3,1643.9,1553.3
Fall 2016,Over 62,2016-10-02,Lexington,Sudbury FC Gold,0,4,1461.9,1494.9,1447.4,1509.4
Fall 2016,Over 62,2016-10-02,Hopkinton OF,Framingham,1,2,1455.2,1464.9,1439.6,1480.5
Fall 2016,Over 62,2016-10-02,Beverly Veterans,Tewksbury,6,1,1525.9,1389.2,1535.9,1379.2
Fall 2016,Over 48,2016-10-05,FC Franklin O50,Franklin Seniors,1,2,1501.1,1471.9,1483.8,1489.2
Fall 2016,Over 40,2016-10-09,Concord United Masters,Burlington,5,0,1490.0,1459.9,1504.6,1445.3
Fall 2016,Over 40,2016-10-09,PFC United,Shrewsbury,0,1,1526.1,1517.8,1509.7,1534.2
Fall 2016,Over 40,2016-10-09,Belmont Kickers,F C Bayern,0,5,1471.3,1574.6,1459.9,1586.0
Fall 2016,Over 40,2016-10-09,Seacoast United SC,DEA,3,1,1526.9,1495.3,1541.5,1480.7
Fall 2016,Over 40,2016-10-09,Peabody Sporting Club,Nashua FC,2,5,1510.0,1584.6,1497.4,1597.2
Fall 2016,Over 40,2016-10-09,FC Boxford,Andover Green,4,0,1545.9,1442.5,1557.2,1431.1
Fall 2016,Over 40,2016-10-09,Crafty Veterans,Stoughton CLC,0,2,1543.0,1524.4,1526.1,1541.2
Fall 2016,Over 40,2016-10-09,Shake-Shake Football Club,New Bedford Sports club,5,3,1433.4,1547.9,1454.5,1526.8
Fall 2016,Over 40,2016-10-09,GPS Newton Over40,Kel Kau Masters,1,2,1584.5,1584.7,1568.5,1600.7
Fall 2016,Over 40,2016-10-09,Cambridge FC,Newton Brigada,1,3,1591.4,1587.2,1575.2,1603.4
Fall 2016,Over 40,2016-10-09,Arlington Pond Dawgz,Albania United Veterans,3,3,1464.2,1599.0,1470.2,1593.1
Fall 2016,Over 40,2016-10-09,Westford FC,CHARRUA FC,0,1,1505.1,1561.3,1491.7,1574.7
Fall 2016,Over 40,2016-10-09,Danvers United FC,North Reading Cobras,6,1,1571.1,1448.2,1581.6,1437.6
Fall 2016,Over 40,2016-10-09,Malaga SC,Milton International,6,5,1508.2,1485.7,1523.2,1470.7
Fall 2016,Over 40,2016-10-09,Framingham Independiente,Celtic Masters,3,0,1574.8,1525.4,1588.5,1511.6
Fall 2016,Over 40,2016-10-09,Mariner United Masters,Hopkinton Hotspur,2,0,1495.9,1538.1,1513.8,1520.2
Fall 2016,Over 40,2016-10-09,Winchester Town Footballers,Westham United,3,1,1565.3,1465.9,1576.8,1454.4
Fall 2016,Over 40,2016-10-09,Wayland Wahoo,Persepolis,3,1,1641.4,1477.9,1650.3,1468.9
Fall 2016,Over 40,2016-10-09,Football Club North Pirates,Ipswich United,2,forfeit,1468.8,1522.3,1487.2,1503.8
Fall 2016,Over 40,2016-10-09,Marblehead,Hurricane SC,1,2,1478.4,1487.7,1462.9,1503.2
Fall 2016,Over 40,2016-10-09,Carico FC Masters,FUFC,5,2,1427.9,1480.1,1446.3,1461.7
Fall 2016,Over 40,2016-10-09,United International,Los Inkas Sport Club,5,4,1569.9,1523.4,1583.7,1509.5
Fall 2016,Over 40,2016-10-09,Irish Village,Kendall Wanderers,1,3,1453.6,1512.7,1440.3,1526.0
Fall 2016,Over 40,2016-10-09,Albanian Eagles,Natick Town FC,1,0,1556.0,1472.1,1568.2,1459.9
Fall 2016,Over 40,2016-10-09,Ashland OFC,Nashoba Masters,6,1,1556.3,1494.3,1569.5,1481.2
Fall 2016,Over 40,2016-10-09,Windham,Lexington Grey Eagles,4,2,1451.1,1459.5,1467.5,1443.1
Fall 2016,Over 40,2016-10-09,Topsfield,Nashua Absolute,3,1,1530.2,1512.9,1545.4,1497.7
Fall 2016,Over 40,2016-10-09,Georgetown FC,Lowell Eagles,2,1,1557.6,1514.5,1571.6,1500.5
Fall 2016,Over 40,2016-10-09,FC Franklin,Medway,2,2,1456.0,1458.2,1456.1,1458.1
Fall 2016,Over 40,2016-10-09,Mansfield United,FIMA FC,3,2,1430.2,1507.5,1449.7,1488.0
Fall 2016,Over 40,2016-10-09,Melrose United,Arlington Fossils,2,2,1465.8,1443.6,1464.8,1444.6
Fall 2016,Over 40,2016-10-09,FC Old Skool,Sudbury United,0,2,1525.0,1503.3,1508.0,1520.3
Fall 2016,Over 40,2016-10-09,Hurricane SC II,North Andover FC,0,2,1444.9,1547.1,1433.5,1558.6
Fall 2016,Over 40,2016-10-09,Harvard Blues FC,Westford United,1,0,1508.0,1473.8,1522.5,1459.4
