season,age_group,division,geography,date,home_team,home_goals,away_goals,away_team,notes
Spring 2026,Over 55,3,South,2026-04-19,Arlington Pond Dawgz,,,Warthog Legends,scheduled
Spring 2026,Over 55,3,South,2026-04-19,Fernandes O55++,,,Western Mass Lusitanos,scheduled
Spring 2026,Over 55,3,South,2026-04-26,F.C. Westwood,,,Arlington Pond Dawgz,scheduled
Spring 2026,Over 55,3,South,2026-04-26,Warthog Legends,,,Fernandes O55++,scheduled
Spring 2026,Over 55,3,South,2026-04-26,Western Mass Lusitanos,,,FC Franklin Seniors,scheduled
Spring 2026,Over 55,3,South,2026-05-03,Fernandes O55++,,,F.C. Westwood,scheduled
Spring 2026,Over 55,3,South,2026-05-03,Western Mass Lusitanos,,,Warthog Legends,scheduled
Spring 2026,Over 55,3,South,2026-05-03,FC Franklin Seniors,,,Arlington Pond Dawgz,scheduled
Spring 2026,Over 55,3,South,2026-05-10,F.C. Westwood,,,Fernandes O55++,scheduled
Spring 2026,Over 55,3,South,2026-05-10,Warthog Legends,,,Western Mass Lusitanos,scheduled
Spring 2026,Over 55,3,South,2026-05-10,Arlington Pond Dawgz,,,FC Franklin Seniors,scheduled
Spring 2026,Over 55,3,South,2026-05-17,Arlington Pond Dawgz,,,F.C. Westwood,scheduled
Spring 2026,Over 55,3,South,2026-05-17,Fernandes O55++,,,Warthog Legends,scheduled
Spring 2026,Over 55,3,South,2026-05-17,FC Franklin Seniors,,,Western Mass Lusitanos,scheduled
Spring 2026,Over 55,3,South,2026-05-31,F.C. Westwood,,,FC Franklin Seniors,scheduled
Spring 2026,Over 55,3,South,2026-05-31,Warthog Legends,,,Arlington Pond Dawgz,scheduled
Spring 2026,Over 55,3,South,2026-05-31,Western Mass Lusitanos,,,Fernandes O55++,scheduled
Spring 2026,Over 55,3,South,2026-06-07,F.C. Westwood,,,Warthog Legends,scheduled
Spring 2026,Over 55,3,South,2026-06-07,Arlington Pond Dawgz,,,Western Mass Lusitanos,scheduled
Spring 2026,Over 55,3,South,2026-06-07,FC Franklin Seniors,,,Fernandes O55++,scheduled
Spring 2026,Over 55,3,South,2026-06-14,Western Mass Lusitanos,,,F.C. Westwood,scheduled
Spring 2026,Over 55,3,South,2026-06-14,Warthog Legends,,,FC Franklin Seniors,scheduled
Spring 2026,Over 55,3,South,2026-06-14,Fernandes O55++,,,Arlington Pond Dawgz,scheduled
Spring 2026,Over 55,3,South,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 55,3,South,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 55,3,South,2026-06-28,TBD,,,TBD,scheduled
Spring 2026,Over 62,1,Central,2026-04-05,Lexington Eagles United O62,1,1,Raynham,
Spring 2026,Over 62,1,Central,2026-04-05,Concord United Dragons,3,1,Seadogs EFC,
Spring 2026,Over 62,1,Central,2026-04-05,Danvers EFC,1,1,Wayland Wahoots,
Spring 2026,Over 62,1,Central,2026-04-12,Medfield Rhinos,,,Lexington Eagles United O62,scheduled
Spring 2026,Over 62,1,Central,2026-04-12,Wayland Wahoots,,,Concord United Dragons,scheduled
Spring 2026,Over 62,1,Central,2026-04-12,Seadogs EFC,,,Danvers EFC,scheduled
Spring 2026,Over 62,1,Central,2026-04-19,Medfield Rhinos,,,Raynham,scheduled
Spring 2026,Over 62,1,Central,2026-04-19,Seadogs EFC,,,Wayland Wahoots,scheduled
Spring 2026,Over 62,1,Central,2026-04-19,Danvers EFC,,,Concord United Dragons,scheduled
Spring 2026,Over 62,1,Central,2026-04-26,Raynham,,,Danvers EFC,scheduled
Spring 2026,Over 62,1,Central,2026-04-26,Concord United Dragons,,,Medfield Rhinos,scheduled
Spring 2026,Over 62,1,Central,2026-04-26,Wayland Wahoots,,,Lexington Eagles United O62,scheduled
Spring 2026,Over 62,1,Central,2026-05-03,Seadogs EFC,,,Medfield Rhinos,scheduled
Spring 2026,Over 62,1,Central,2026-05-03,Danvers EFC,,,Lexington Eagles United O62,scheduled
Spring 2026,Over 62,1,Central,2026-05-03,Wayland Wahoots,,,Raynham,scheduled
Spring 2026,Over 62,1,Central,2026-05-10,Lexington Eagles United O62,,,Seadogs EFC,scheduled
Spring 2026,Over 62,1,Central,2026-05-10,Raynham,,,Concord United Dragons,scheduled
Spring 2026,Over 62,1,Central,2026-05-10,Medfield Rhinos,,,Danvers EFC,scheduled
Spring 2026,Over 62,1,Central,2026-05-17,Lexington Eagles United O62,,,Concord United Dragons,scheduled
Spring 2026,Over 62,1,Central,2026-05-17,Medfield Rhinos,,,Wayland Wahoots,scheduled
Spring 2026,Over 62,1,Central,2026-05-17,Seadogs EFC,,,Raynham,scheduled
Spring 2026,Over 62,1,Central,2026-05-31,Raynham,,,Medfield Rhinos,scheduled
Spring 2026,Over 62,1,Central,2026-05-31,Wayland Wahoots,,,Seadogs EFC,scheduled
Spring 2026,Over 62,1,Central,2026-05-31,Concord United Dragons,,,Danvers EFC,scheduled
Spring 2026,Over 62,1,Central,2026-06-07,Raynham,,,Lexington Eagles United O62,scheduled
Spring 2026,Over 62,1,Central,2026-06-07,Seadogs EFC,,,Concord United Dragons,scheduled
Spring 2026,Over 62,1,Central,2026-06-07,Wayland Wahoots,,,Danvers EFC,scheduled
Spring 2026,Over 62,1,Central,2026-06-14,Lexington Eagles United O62,,,Medfield Rhinos,scheduled
Spring 2026,Over 62,1,Central,2026-06-14,Concord United Dragons,,,Wayland Wahoots,scheduled
Spring 2026,Over 62,1,Central,2026-06-14,Danvers EFC,,,Seadogs EFC,scheduled
Spring 2026,Over 62,1,Central,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 62,1,Central,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 62,1,Central,2026-06-28,TBD,,,TBD,scheduled
Spring 2026,Over 62,2,Central,2026-04-05,Medway,3,3,Lynnfield F.C. Olympians,
Spring 2026,Over 62,2,Central,2026-04-05,Hopkinton OF,0,3,Shake-Shake FC 62,
Spring 2026,Over 62,2,Central,2026-04-12,Lynnfield F.C. Olympians,,,Boston Villa FC,scheduled
Spring 2026,Over 62,2,Central,2026-04-12,Arlington PondDawgz 62,,,Hopkinton OF,scheduled
Spring 2026,Over 62,2,Central,2026-04-12,Shake-Shake FC 62,,,Medway,scheduled
Spring 2026,Over 62,2,Central,2026-04-12,Warthog Wonders,,,Nashoba Apple Corps,scheduled
Spring 2026,Over 62,2,Central,2026-04-19,Arlington PondDawgz 62,,,Lynnfield F.C. Olympians,scheduled
Spring 2026,Over 62,2,Central,2026-04-19,Peabody Gold 63,,,Hopkinton OF,scheduled
Spring 2026,Over 62,2,Central,2026-04-19,Warthog Wonders,,,Medway,scheduled
Spring 2026,Over 62,2,Central,2026-04-19,Boston Villa FC,,,Shake-Shake FC 62,scheduled
Spring 2026,Over 62,2,Central,2026-04-26,Lynnfield F.C. Olympians,,,Peabody Gold 63,scheduled
Spring 2026,Over 62,2,Central,2026-04-26,Nashoba Apple Corps,,,Medway,scheduled
Spring 2026,Over 62,2,Central,2026-04-26,Shake-Shake FC 62,,,Arlington PondDawgz 62,scheduled
Spring 2026,Over 62,2,Central,2026-04-26,Hopkinton OF,,,Warthog Wonders,scheduled
Spring 2026,Over 62,2,Central,2026-05-03,Peabody Gold 63,,,Nashoba Apple Corps,scheduled
Spring 2026,Over 62,2,Central,2026-05-03,Hopkinton OF,,,Lynnfield F.C. Olympians,scheduled
Spring 2026,Over 62,2,Central,2026-05-03,Warthog Wonders,,,Boston Villa FC,scheduled
Spring 2026,Over 62,2,Central,2026-05-10,Nashoba Apple Corps,,,Hopkinton OF,scheduled
Spring 2026,Over 62,2,Central,2026-05-10,Lynnfield F.C. Olympians,,,Shake-Shake FC 62,scheduled
Spring 2026,Over 62,2,Central,2026-05-10,Medway,,,Peabody Gold 63,scheduled
Spring 2026,Over 62,2,Central,2026-05-10,Boston Villa FC,,,Arlington PondDawgz 62,scheduled
Spring 2026,Over 62,2,Central,2026-05-17,Arlington PondDawgz 62,,,Nashoba Apple Corps,scheduled
Spring 2026,Over 62,2,Central,2026-05-17,Boston Villa FC,,,Medway,scheduled
Spring 2026,Over 62,2,Central,2026-05-17,Warthog Wonders,,,Shake-Shake FC 62,scheduled
Spring 2026,Over 62,2,Central,2026-05-31,Nashoba Apple Corps,,,Boston Villa FC,scheduled
Spring 2026,Over 62,2,Central,2026-05-31,Lynnfield F.C. Olympians,,,Warthog Wonders,scheduled
Spring 2026,Over 62,2,Central,2026-05-31,Shake-Shake FC 62,,,Peabody Gold 63,scheduled
Spring 2026,Over 62,2,Central,2026-05-31,Medway,,,Hopkinton OF,scheduled
Spring 2026,Over 62,2,Central,2026-06-07,Arlington PondDawgz 62,,,Warthog Wonders,scheduled
Spring 2026,Over 62,2,Central,2026-06-07,Shake-Shake FC 62,,,Nashoba Apple Corps,scheduled
Spring 2026,Over 62,2,Central,2026-06-07,Boston Villa FC,,,Peabody Gold 63,scheduled
Spring 2026,Over 62,2,Central,2026-06-14,Nashoba Apple Corps,,,Lynnfield F.C. Olympians,scheduled
Spring 2026,Over 62,2,Central,2026-06-14,Peabody Gold 63,,,Warthog Wonders,scheduled
Spring 2026,Over 62,2,Central,2026-06-14,Hopkinton OF,,,Boston Villa FC,scheduled
Spring 2026,Over 62,2,Central,2026-06-14,Medway,,,Arlington PondDawgz 62,scheduled
Spring 2026,Over 62,2,Central,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 62,2,Central,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 62,2,Central,2026-06-28,TBD,,,TBD,scheduled
Spring 2026,Over 62,2,Central,TBD,Peabody Gold 63,,,Arlington PondDawgz 62,scheduled
Spring 2026,Over 68,1,Central,2026-04-05,Lynnfield F.C. Pioneers,1,0,Harvard O-68,
Spring 2026,Over 68,1,Central,2026-04-05,The Warthogs,3,0,Sudbury FC Platinum,
Spring 2026,Over 68,1,Central,2026-04-05,New England United FC,1,0,Everett Phoenix,
Spring 2026,Over 68,1,Central,2026-04-05,LFC Travelers,1,1,Lexington o68,
Spring 2026,Over 68,1,Central,2026-04-12,Sudbury FC Platinum,,,Lynnfield F.C. Pioneers,scheduled
Spring 2026,Over 68,1,Central,2026-04-12,Harvard O-68,,,The Warthogs,scheduled
Spring 2026,Over 68,1,Central,2026-04-12,Lexington o68,,,New England United FC,scheduled
Spring 2026,Over 68,1,Central,2026-04-12,Everett Phoenix,,,LFC Travelers,scheduled
Spring 2026,Over 68,1,Central,2026-04-19,Lynnfield F.C. Pioneers,,,The Warthogs,scheduled
Spring 2026,Over 68,1,Central,2026-04-19,Sudbury FC Platinum,,,Harvard O-68,scheduled
Spring 2026,Over 68,1,Central,2026-04-19,Everett Phoenix,,,Lexington o68,scheduled
Spring 2026,Over 68,1,Central,2026-04-19,LFC Travelers,,,New England United FC,scheduled
Spring 2026,Over 68,1,Central,2026-04-26,Harvard O-68,,,LFC Travelers,scheduled
Spring 2026,Over 68,1,Central,2026-04-26,The Warthogs,,,Everett Phoenix,scheduled
Spring 2026,Over 68,1,Central,2026-04-26,New England United FC,,,Sudbury FC Platinum,scheduled
Spring 2026,Over 68,1,Central,2026-04-26,Lexington o68,,,Lynnfield F.C. Pioneers,scheduled
Spring 2026,Over 68,1,Central,2026-05-03,New England United FC,,,The Warthogs,scheduled
Spring 2026,Over 68,1,Central,2026-05-03,Everett Phoenix,,,Sudbury FC Platinum,scheduled
Spring 2026,Over 68,1,Central,2026-05-03,LFC Travelers,,,Lynnfield F.C. Pioneers,scheduled
Spring 2026,Over 68,1,Central,2026-05-03,Lexington o68,,,Harvard O-68,scheduled
Spring 2026,Over 68,1,Central,2026-05-10,Lynnfield F.C. Pioneers,,,Everett Phoenix,scheduled
Spring 2026,Over 68,1,Central,2026-05-10,Harvard O-68,,,New England United FC,scheduled
Spring 2026,Over 68,1,Central,2026-05-10,The Warthogs,,,Lexington o68,scheduled
Spring 2026,Over 68,1,Central,2026-05-10,Sudbury FC Platinum,,,LFC Travelers,scheduled
Spring 2026,Over 68,1,Central,2026-05-17,Lynnfield F.C. Pioneers,,,New England United FC,scheduled
Spring 2026,Over 68,1,Central,2026-05-17,Sudbury FC Platinum,,,Lexington o68,scheduled
Spring 2026,Over 68,1,Central,2026-05-17,Everett Phoenix,,,Harvard O-68,scheduled
Spring 2026,Over 68,1,Central,2026-05-17,LFC Travelers,,,The Warthogs,scheduled
Spring 2026,Over 68,1,Central,2026-05-31,The Warthogs,,,Lynnfield F.C. Pioneers,scheduled
Spring 2026,Over 68,1,Central,2026-05-31,Harvard O-68,,,Sudbury FC Platinum,scheduled
Spring 2026,Over 68,1,Central,2026-05-31,Lexington o68,,,Everett Phoenix,scheduled
Spring 2026,Over 68,1,Central,2026-05-31,New England United FC,,,LFC Travelers,scheduled
Spring 2026,Over 68,1,Central,2026-06-07,Harvard O-68,,,Lynnfield F.C. Pioneers,scheduled
Spring 2026,Over 68,1,Central,2026-06-07,Sudbury FC Platinum,,,The Warthogs,scheduled
Spring 2026,Over 68,1,Central,2026-06-07,Everett Phoenix,,,New England United FC,scheduled
Spring 2026,Over 68,1,Central,2026-06-07,Lexington o68,,,LFC Travelers,scheduled
Spring 2026,Over 68,1,Central,2026-06-14,Lynnfield F.C. Pioneers,,,Sudbury FC Platinum,scheduled
Spring 2026,Over 68,1,Central,2026-06-14,The Warthogs,,,Harvard O-68,scheduled
Spring 2026,Over 68,1,Central,2026-06-14,New England United FC,,,Lexington o68,scheduled
Spring 2026,Over 68,1,Central,2026-06-14,LFC Travelers,,,Everett Phoenix,scheduled
Spring 2026,Over 68,1,Central,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 68,1,Central,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 68,1,Central,2026-06-28,TBD,,,TBD,scheduled
Spring 2026,Over 68,2,Central,2026-04-05,Wayland Spirit,0,8,Wanderers,
Spring 2026,Over 68,2,Central,2026-04-05,Burlington 0-68,3,2,Needham Relics,
Spring 2026,Over 68,2,Central,2026-04-05,Exeter Seadogs,8,0,Londonderry FC,
Spring 2026,Over 68,2,Central,2026-04-12,Needham Relics,,,Wayland Spirit,scheduled
Spring 2026,Over 68,2,Central,2026-04-12,Wanderers,,,Burlington 0-68,scheduled
Spring 2026,Over 68,2,Central,2026-04-12,Londonderry FC,2,forfeit,Beverly,forfeit
Spring 2026,Over 68,2,Central,2026-04-12,GRandOVER 68,,,Exeter Seadogs,scheduled
Spring 2026,Over 68,2,Central,2026-04-19,Wayland Spirit,,,Burlington 0-68,scheduled
Spring 2026,Over 68,2,Central,2026-04-19,Needham Relics,,,Wanderers,scheduled
Spring 2026,Over 68,2,Central,2026-04-19,GRandOVER 68,,,Londonderry FC,scheduled
Spring 2026,Over 68,2,Central,2026-04-19,Exeter Seadogs,,,Beverly,scheduled
Spring 2026,Over 68,2,Central,2026-04-26,Wanderers,,,Exeter Seadogs,scheduled
Spring 2026,Over 68,2,Central,2026-04-26,Burlington 0-68,,,GRandOVER 68,scheduled
Spring 2026,Over 68,2,Central,2026-04-26,Beverly,,,Needham Relics,scheduled
Spring 2026,Over 68,2,Central,2026-04-26,Londonderry FC,,,Wayland Spirit,scheduled
Spring 2026,Over 68,2,Central,2026-05-03,Beverly,,,Burlington 0-68,scheduled
Spring 2026,Over 68,2,Central,2026-05-03,GRandOVER 68,,,Needham Relics,scheduled
Spring 2026,Over 68,2,Central,2026-05-03,Exeter Seadogs,,,Wayland Spirit,scheduled
Spring 2026,Over 68,2,Central,2026-05-03,Londonderry FC,,,Wanderers,scheduled
Spring 2026,Over 68,2,Central,2026-05-10,Wayland Spirit,,,GRandOVER 68,scheduled
Spring 2026,Over 68,2,Central,2026-05-10,Wanderers,,,Beverly,scheduled
Spring 2026,Over 68,2,Central,2026-05-10,Burlington 0-68,,,Londonderry FC,scheduled
Spring 2026,Over 68,2,Central,2026-05-10,Needham Relics,,,Exeter Seadogs,scheduled
Spring 2026,Over 68,2,Central,2026-05-17,Wayland Spirit,,,Beverly,scheduled
Spring 2026,Over 68,2,Central,2026-05-17,Needham Relics,,,Londonderry FC,scheduled
Spring 2026,Over 68,2,Central,2026-05-17,GRandOVER 68,,,Wanderers,scheduled
Spring 2026,Over 68,2,Central,2026-05-17,Exeter Seadogs,,,Burlington 0-68,scheduled
Spring 2026,Over 68,2,Central,2026-05-24,Beverly,,,GRandOVER 68,scheduled
Spring 2026,Over 68,2,Central,2026-05-31,Burlington 0-68,,,Wayland Spirit,scheduled
Spring 2026,Over 68,2,Central,2026-05-31,Wanderers,,,Needham Relics,scheduled
Spring 2026,Over 68,2,Central,2026-05-31,Londonderry FC,,,GRandOVER 68,scheduled
Spring 2026,Over 68,2,Central,2026-05-31,Beverly,,,Exeter Seadogs,scheduled
Spring 2026,Over 68,2,Central,2026-06-07,Wanderers,,,Wayland Spirit,scheduled
Spring 2026,Over 68,2,Central,2026-06-07,Needham Relics,,,Burlington 0-68,scheduled
Spring 2026,Over 68,2,Central,2026-06-07,GRandOVER 68,,,Beverly,scheduled
Spring 2026,Over 68,2,Central,2026-06-07,Londonderry FC,,,Exeter Seadogs,scheduled
Spring 2026,Over 68,2,Central,2026-06-14,Wayland Spirit,,,Needham Relics,scheduled
Spring 2026,Over 68,2,Central,2026-06-14,Burlington 0-68,,,Wanderers,scheduled
Spring 2026,Over 68,2,Central,2026-06-14,Beverly,,,Londonderry FC,scheduled
Spring 2026,Over 68,2,Central,2026-06-14,Exeter Seadogs,,,GRandOVER 68,scheduled
Spring 2026,Over 68,2,Central,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 68,2,Central,2026-06-21,TBD,,,TBD,scheduled
Spring 2026,Over 68,2,Central,2026-06-28,TBD,,,TBD,scheduled
